Site,Treatment,Yr_Month,Site_ym,Blackbear,Wolf,Coyote,Lynx,Caribou,WTDeer,Moose,Year,Month,ActiveDays,Dist2Water_km,SnowDays,pSnow
Algar17,SPP,2017-08,Algar17 2017-08,2,0,33,0,0,0,0,2017,8,31,1.267369755,0,0
Algar17,SPP,2017-09,Algar17 2017-09,0,0,0,0,0,0,0,2017,9,30,1.267369755,0,0
Algar17,SPP,2017-10,Algar17 2017-10,0,0,1,0,0,0,0,2017,10,31,1.267369755,12,0.387096774
Algar17,SPP,2017-11,Algar17 2017-11,0,0,0,0,0,0,0,2017,11,9,1.267369755,8,0.888888889
Algar17,SPP,2017-12,Algar17 2017-12,0,0,0,0,0,0,0,2017,12,0,1.267369755,0,NA
Algar17,SPP,2018-01,Algar17 2018-01,0,0,0,0,0,0,0,2018,1,0,1.267369755,0,NA
Algar17,SPP,2018-02,Algar17 2018-02,0,0,0,0,0,0,0,2018,2,0,1.267369755,0,NA
Algar17,SPP,2018-03,Algar17 2018-03,0,0,0,0,0,0,0,2018,3,0,1.267369755,0,NA
Algar17,SPP,2018-04,Algar17 2018-04,0,0,0,0,0,0,0,2018,4,0,1.267369755,0,NA
Algar18,SPP,2015-11,Algar18 2015-11,0,0,1,0,0,0,0,2015,11,25,1.400235732,16,0.64
Algar18,SPP,2015-12,Algar18 2015-12,0,0,0,0,0,0,0,2015,12,31,1.400235732,31,1
Algar18,SPP,2016-01,Algar18 2016-01,0,0,0,2,0,0,0,2016,1,31,1.400235732,31,1
Algar18,SPP,2016-02,Algar18 2016-02,0,0,0,0,0,0,0,2016,2,29,1.400235732,29,1
Algar18,SPP,2016-03,Algar18 2016-03,0,0,0,1,0,0,0,2016,3,31,1.400235732,31,1
Algar18,SPP,2016-04,Algar18 2016-04,0,1,0,0,0,0,0,2016,4,30,1.400235732,6,0.2
Algar18,SPP,2016-05,Algar18 2016-05,0,0,0,0,0,0,0,2016,5,31,1.400235732,0,0
Algar18,SPP,2016-06,Algar18 2016-06,0,0,0,0,0,0,0,2016,6,30,1.400235732,0,0
Algar18,SPP,2016-07,Algar18 2016-07,0,0,0,0,0,0,0,2016,7,31,1.400235732,0,0
Algar18,SPP,2016-08,Algar18 2016-08,0,0,0,0,0,0,0,2016,8,31,1.400235732,0,0
Algar18,SPP,2016-09,Algar18 2016-09,2,1,0,0,0,0,0,2016,9,30,1.400235732,0,0
Algar18,SPP,2016-10,Algar18 2016-10,0,0,0,0,0,0,0,2016,10,31,1.400235732,23,0.741935484
Algar18,SPP,2016-11,Algar18 2016-11,0,0,0,0,0,0,0,2016,11,16,1.400235732,3,0.1875
Algar18,SPP,2016-12,Algar18 2016-12,0,0,0,0,0,0,0,2016,12,0,1.400235732,0,NA
Algar18,SPP,2017-01,Algar18 2017-01,0,0,0,0,0,0,0,2017,1,0,1.400235732,0,NA
Algar18,SPP,2017-02,Algar18 2017-02,0,0,0,0,0,0,0,2017,2,0,1.400235732,0,NA
Algar18,SPP,2017-03,Algar18 2017-03,0,0,0,0,0,0,0,2017,3,0,1.400235732,0,NA
Algar18,SPP,2017-04,Algar18 2017-04,0,0,0,0,0,0,0,2017,4,10,1.400235732,1,0.1
Algar18,SPP,2017-05,Algar18 2017-05,0,0,0,1,1,0,0,2017,5,23,1.400235732,0,0
Algar18,SPP,2017-06,Algar18 2017-06,0,0,0,0,0,0,0,2017,6,0,1.400235732,0,NA
Algar18,SPP,2017-07,Algar18 2017-07,0,0,0,0,0,0,0,2017,7,0,1.400235732,0,NA
Algar18,SPP,2017-08,Algar18 2017-08,0,0,0,0,0,0,0,2017,8,0,1.400235732,0,NA
Algar18,SPP,2017-09,Algar18 2017-09,0,0,0,0,0,0,0,2017,9,0,1.400235732,0,NA
Algar18,SPP,2017-10,Algar18 2017-10,0,0,0,0,0,0,0,2017,10,0,1.400235732,0,NA
Algar18,SPP,2017-11,Algar18 2017-11,0,0,0,0,0,0,0,2017,11,15,1.400235732,15,1
Algar18,SPP,2017-12,Algar18 2017-12,0,0,0,0,0,0,0,2017,12,0,1.400235732,0,NA
Algar18,SPP,2018-01,Algar18 2018-01,0,0,0,0,0,0,0,2018,1,0,1.400235732,0,NA
Algar18,SPP,2018-02,Algar18 2018-02,0,0,0,0,0,0,0,2018,2,0,1.400235732,0,NA
Algar18,SPP,2018-03,Algar18 2018-03,0,0,0,0,0,0,0,2018,3,0,1.400235732,0,NA
Algar18,SPP,2018-04,Algar18 2018-04,0,0,0,0,0,0,0,2018,4,0,1.400235732,0,NA
Algar19,SPP,2015-11,Algar19 2015-11,0,0,0,0,0,0,0,2015,11,25,2.849793868,16,0.64
Algar19,SPP,2015-12,Algar19 2015-12,0,0,0,0,0,0,0,2015,12,31,2.849793868,31,1
Algar19,SPP,2016-01,Algar19 2016-01,0,0,0,0,0,0,0,2016,1,31,2.849793868,31,1
Algar19,SPP,2016-02,Algar19 2016-02,0,0,0,0,0,0,0,2016,2,29,2.849793868,29,1
Algar19,SPP,2016-03,Algar19 2016-03,0,0,0,1,0,0,0,2016,3,31,2.849793868,31,1
Algar19,SPP,2016-04,Algar19 2016-04,0,0,1,0,0,0,0,2016,4,30,2.849793868,3,0.1
Algar19,SPP,2016-05,Algar19 2016-05,1,1,0,0,1,0,0,2016,5,31,2.849793868,0,0
Algar19,SPP,2016-06,Algar19 2016-06,0,0,0,0,0,0,0,2016,6,30,2.849793868,0,0
Algar19,SPP,2016-07,Algar19 2016-07,2,0,0,0,1,0,0,2016,7,31,2.849793868,0,0
Algar19,SPP,2016-08,Algar19 2016-08,0,0,0,0,0,0,0,2016,8,31,2.849793868,0,0
Algar19,SPP,2016-09,Algar19 2016-09,0,1,0,0,1,0,0,2016,9,30,2.849793868,0,0
Algar19,SPP,2016-10,Algar19 2016-10,0,0,0,0,0,0,0,2016,10,31,2.849793868,23,0.741935484
Algar19,SPP,2016-11,Algar19 2016-11,0,0,0,0,0,0,0,2016,11,30,2.849793868,14,0.466666667
Algar19,SPP,2016-12,Algar19 2016-12,0,0,0,0,0,0,0,2016,12,31,2.849793868,31,1
Algar19,SPP,2017-01,Algar19 2017-01,0,0,0,0,0,0,0,2017,1,31,2.849793868,31,1
Algar19,SPP,2017-02,Algar19 2017-02,0,0,0,0,0,0,0,2017,2,28,2.849793868,28,1
Algar19,SPP,2017-03,Algar19 2017-03,0,0,0,0,0,0,0,2017,3,31,2.849793868,29,0.935483871
Algar19,SPP,2017-04,Algar19 2017-04,1,1,0,0,0,0,0,2017,4,30,2.849793868,4,0.133333333
Algar19,SPP,2017-05,Algar19 2017-05,0,0,0,0,1,0,0,2017,5,31,2.849793868,0,0
Algar19,SPP,2017-06,Algar19 2017-06,0,0,0,0,0,0,0,2017,6,2,2.849793868,0,0
Algar19,SPP,2017-07,Algar19 2017-07,0,0,0,0,0,0,0,2017,7,0,2.849793868,0,NA
Algar19,SPP,2017-08,Algar19 2017-08,0,0,0,0,0,0,0,2017,8,0,2.849793868,0,NA
Algar19,SPP,2017-09,Algar19 2017-09,0,0,0,0,0,0,0,2017,9,0,2.849793868,0,NA
Algar19,SPP,2017-10,Algar19 2017-10,0,0,0,0,0,0,0,2017,10,0,2.849793868,0,NA
Algar19,SPP,2017-11,Algar19 2017-11,0,0,0,0,0,0,0,2017,11,22,2.849793868,22,1
Algar19,SPP,2017-12,Algar19 2017-12,0,0,0,0,0,0,0,2017,12,31,2.849793868,31,1
Algar19,SPP,2018-01,Algar19 2018-01,0,0,0,0,0,0,0,2018,1,31,2.849793868,31,1
Algar19,SPP,2018-02,Algar19 2018-02,0,0,0,0,0,0,0,2018,2,28,2.849793868,28,1
Algar19,SPP,2018-03,Algar19 2018-03,0,0,0,0,0,0,0,2018,3,31,2.849793868,31,1
Algar19,SPP,2018-04,Algar19 2018-04,0,0,0,0,0,0,0,2018,4,8,2.849793868,8,1
Algar20,SPP,2015-11,Algar20 2015-11,0,0,0,0,0,0,0,2015,11,25,2.036267456,16,0.64
Algar20,SPP,2015-12,Algar20 2015-12,0,0,0,0,0,0,0,2015,12,31,2.036267456,31,1
Algar20,SPP,2016-01,Algar20 2016-01,0,0,0,0,0,0,0,2016,1,31,2.036267456,31,1
Algar20,SPP,2016-02,Algar20 2016-02,0,0,0,0,0,0,0,2016,2,29,2.036267456,29,1
Algar20,SPP,2016-03,Algar20 2016-03,0,0,0,0,0,0,0,2016,3,31,2.036267456,31,1
Algar20,SPP,2016-04,Algar20 2016-04,0,0,0,0,0,0,0,2016,4,30,2.036267456,5,0.166666667
Algar20,SPP,2016-05,Algar20 2016-05,0,0,0,0,2,0,0,2016,5,31,2.036267456,0,0
Algar20,SPP,2016-06,Algar20 2016-06,0,0,0,0,6,0,0,2016,6,30,2.036267456,0,0
Algar20,SPP,2016-07,Algar20 2016-07,1,0,0,0,3,0,0,2016,7,31,2.036267456,0,0
Algar20,SPP,2016-08,Algar20 2016-08,1,0,0,0,0,0,0,2016,8,31,2.036267456,0,0
Algar20,SPP,2016-09,Algar20 2016-09,0,1,0,0,2,0,0,2016,9,30,2.036267456,0,0
Algar20,SPP,2016-10,Algar20 2016-10,1,0,0,0,0,0,0,2016,10,31,2.036267456,10,0.322580645
Algar20,SPP,2016-11,Algar20 2016-11,0,0,0,0,0,0,0,2016,11,30,2.036267456,3,0.1
Algar20,SPP,2016-12,Algar20 2016-12,0,0,0,0,0,0,0,2016,12,31,2.036267456,31,1
Algar20,SPP,2017-01,Algar20 2017-01,0,0,0,0,0,0,0,2017,1,31,2.036267456,31,1
Algar20,SPP,2017-02,Algar20 2017-02,0,0,0,0,0,0,0,2017,2,28,2.036267456,28,1
Algar20,SPP,2017-03,Algar20 2017-03,0,0,0,0,0,0,0,2017,3,31,2.036267456,27,0.870967742
Algar20,SPP,2017-04,Algar20 2017-04,0,0,0,1,0,0,0,2017,4,30,2.036267456,4,0.133333333
Algar20,SPP,2017-05,Algar20 2017-05,0,0,0,0,1,0,0,2017,5,31,2.036267456,0,0
Algar20,SPP,2017-06,Algar20 2017-06,0,0,0,0,9,0,0,2017,6,30,2.036267456,0,0
Algar20,SPP,2017-07,Algar20 2017-07,1,0,0,0,0,0,0,2017,7,31,2.036267456,0,0
Algar20,SPP,2017-08,Algar20 2017-08,0,0,0,0,1,0,0,2017,8,31,2.036267456,0,0
Algar20,SPP,2017-09,Algar20 2017-09,0,1,0,0,0,0,0,2017,9,30,2.036267456,0,0
Algar20,SPP,2017-10,Algar20 2017-10,0,0,0,0,0,0,0,2017,10,31,2.036267456,7,0.225806452
Algar20,SPP,2017-11,Algar20 2017-11,0,0,0,0,0,0,0,2017,11,30,2.036267456,30,1
Algar20,SPP,2017-12,Algar20 2017-12,0,0,0,0,0,0,0,2017,12,31,2.036267456,31,1
Algar20,SPP,2018-01,Algar20 2018-01,0,0,0,0,0,0,0,2018,1,31,2.036267456,31,1
Algar20,SPP,2018-02,Algar20 2018-02,0,0,0,0,2,0,0,2018,2,28,2.036267456,28,1
Algar20,SPP,2018-03,Algar20 2018-03,0,0,0,0,0,0,0,2018,3,31,2.036267456,31,1
Algar20,SPP,2018-04,Algar20 2018-04,0,0,0,0,0,0,0,2018,4,8,2.036267456,8,1
Algar21,SPP,2015-11,Algar21 2015-11,0,0,0,0,0,3,0,2015,11,24,0.863203276,15,0.625
Algar21,SPP,2015-12,Algar21 2015-12,0,1,0,0,0,0,0,2015,12,31,0.863203276,31,1
Algar21,SPP,2016-01,Algar21 2016-01,0,0,0,0,0,0,0,2016,1,31,0.863203276,31,1
Algar21,SPP,2016-02,Algar21 2016-02,0,2,0,0,0,0,0,2016,2,29,0.863203276,29,1
Algar21,SPP,2016-03,Algar21 2016-03,0,1,0,0,0,0,0,2016,3,31,0.863203276,31,1
Algar21,SPP,2016-04,Algar21 2016-04,0,1,0,0,0,0,0,2016,4,30,0.863203276,6,0.2
Algar21,SPP,2016-05,Algar21 2016-05,1,1,0,1,0,0,0,2016,5,31,0.863203276,0,0
Algar21,SPP,2016-06,Algar21 2016-06,2,2,0,0,0,5,0,2016,6,30,0.863203276,0,0
Algar21,SPP,2016-07,Algar21 2016-07,1,3,0,0,0,2,0,2016,7,31,0.863203276,0,0
Algar21,SPP,2016-08,Algar21 2016-08,10,3,0,0,0,3,0,2016,8,31,0.863203276,0,0
Algar21,SPP,2016-09,Algar21 2016-09,0,0,0,0,0,0,0,2016,9,30,0.863203276,0,0
Algar21,SPP,2016-10,Algar21 2016-10,0,1,0,0,0,0,0,2016,10,31,0.863203276,12,0.387096774
Algar21,SPP,2016-11,Algar21 2016-11,0,0,0,0,0,1,0,2016,11,30,0.863203276,4,0.133333333
Algar21,SPP,2016-12,Algar21 2016-12,0,0,0,0,0,0,0,2016,12,31,0.863203276,31,1
Algar21,SPP,2017-01,Algar21 2017-01,0,0,0,0,0,1,0,2017,1,31,0.863203276,31,1
Algar21,SPP,2017-02,Algar21 2017-02,0,0,0,0,0,1,0,2017,2,28,0.863203276,28,1
Algar21,SPP,2017-03,Algar21 2017-03,0,0,0,0,0,0,0,2017,3,31,0.863203276,31,1
Algar21,SPP,2017-04,Algar21 2017-04,0,0,0,0,0,0,0,2017,4,18,0.863203276,6,0.333333333
Algar21,SPP,2017-05,Algar21 2017-05,0,0,0,0,0,0,0,2017,5,0,0.863203276,0,NA
Algar21,SPP,2017-06,Algar21 2017-06,0,0,0,0,0,0,0,2017,6,0,0.863203276,0,NA
Algar21,SPP,2017-07,Algar21 2017-07,0,0,0,0,0,0,0,2017,7,0,0.863203276,0,NA
Algar21,SPP,2017-08,Algar21 2017-08,0,0,0,0,0,0,0,2017,8,0,0.863203276,0,NA
Algar21,SPP,2017-09,Algar21 2017-09,0,0,0,0,0,0,0,2017,9,0,0.863203276,0,NA
Algar21,SPP,2017-10,Algar21 2017-10,0,0,0,0,0,0,0,2017,10,0,0.863203276,0,NA
Algar21,SPP,2017-11,Algar21 2017-11,0,0,0,0,0,0,0,2017,11,7,0.863203276,7,1
Algar21,SPP,2017-12,Algar21 2017-12,0,0,0,0,0,0,0,2017,12,0,0.863203276,0,NA
Algar21,SPP,2018-01,Algar21 2018-01,0,0,0,0,0,0,0,2018,1,0,0.863203276,0,NA
Algar21,SPP,2018-02,Algar21 2018-02,0,0,0,0,0,0,0,2018,2,0,0.863203276,0,NA
Algar21,SPP,2018-03,Algar21 2018-03,0,0,0,0,0,0,0,2018,3,0,0.863203276,0,NA
Algar21,SPP,2018-04,Algar21 2018-04,0,0,0,0,0,0,0,2018,4,0,0.863203276,0,NA
Algar22,SPP,2015-11,Algar22 2015-11,0,3,0,0,0,4,0,2015,11,24,0.554892734,15,0.625
Algar22,SPP,2015-12,Algar22 2015-12,0,0,0,0,0,5,1,2015,12,31,0.554892734,31,1
Algar22,SPP,2016-01,Algar22 2016-01,0,1,1,0,0,1,0,2016,1,31,0.554892734,31,1
Algar22,SPP,2016-02,Algar22 2016-02,0,0,0,0,0,0,0,2016,2,29,0.554892734,29,1
Algar22,SPP,2016-03,Algar22 2016-03,0,3,0,0,0,0,0,2016,3,31,0.554892734,31,1
Algar22,SPP,2016-04,Algar22 2016-04,1,9,0,0,0,0,0,2016,4,30,0.554892734,8,0.266666667
Algar22,SPP,2016-05,Algar22 2016-05,4,6,0,0,0,0,0,2016,5,31,0.554892734,0,0
Algar22,SPP,2016-06,Algar22 2016-06,5,9,1,0,0,1,0,2016,6,30,0.554892734,0,0
Algar22,SPP,2016-07,Algar22 2016-07,3,0,1,0,0,0,0,2016,7,31,0.554892734,0,0
Algar22,SPP,2016-08,Algar22 2016-08,2,0,0,0,0,1,0,2016,8,31,0.554892734,0,0
Algar22,SPP,2016-09,Algar22 2016-09,6,1,0,0,0,0,0,2016,9,30,0.554892734,0,0
Algar22,SPP,2016-10,Algar22 2016-10,0,1,0,1,0,0,0,2016,10,31,0.554892734,23,0.741935484
Algar22,SPP,2016-11,Algar22 2016-11,0,3,1,1,0,0,0,2016,11,30,0.554892734,16,0.533333333
Algar22,SPP,2016-12,Algar22 2016-12,0,1,0,0,0,0,0,2016,12,31,0.554892734,31,1
Algar22,SPP,2017-01,Algar22 2017-01,0,0,0,0,0,3,0,2017,1,31,0.554892734,31,1
Algar22,SPP,2017-02,Algar22 2017-02,0,1,0,0,0,0,0,2017,2,28,0.554892734,28,1
Algar22,SPP,2017-03,Algar22 2017-03,0,3,0,0,0,0,0,2017,3,31,0.554892734,31,1
Algar22,SPP,2017-04,Algar22 2017-04,0,7,0,0,0,0,0,2017,4,30,0.554892734,10,0.333333333
Algar22,SPP,2017-05,Algar22 2017-05,4,12,0,0,0,3,2,2017,5,31,0.554892734,0,0
Algar22,SPP,2017-06,Algar22 2017-06,4,12,0,0,0,3,0,2017,6,30,0.554892734,0,0
Algar22,SPP,2017-07,Algar22 2017-07,0,0,0,0,0,0,0,2017,7,31,0.554892734,0,0
Algar22,SPP,2017-08,Algar22 2017-08,0,0,0,0,0,0,0,2017,8,31,0.554892734,0,0
Algar22,SPP,2017-09,Algar22 2017-09,0,0,0,0,0,0,0,2017,9,30,0.554892734,0,0
Algar22,SPP,2017-10,Algar22 2017-10,0,0,0,0,0,0,0,2017,10,31,0.554892734,9,0.290322581
Algar22,SPP,2017-11,Algar22 2017-11,0,1,0,0,0,0,0,2017,11,30,0.554892734,30,1
Algar22,SPP,2017-12,Algar22 2017-12,0,0,0,0,0,0,0,2017,12,31,0.554892734,31,1
Algar22,SPP,2018-01,Algar22 2018-01,0,0,0,0,0,0,0,2018,1,31,0.554892734,31,1
Algar22,SPP,2018-02,Algar22 2018-02,0,0,0,0,0,0,0,2018,2,28,0.554892734,28,1
Algar22,SPP,2018-03,Algar22 2018-03,0,0,0,0,0,0,0,2018,3,31,0.554892734,31,1
Algar22,SPP,2018-04,Algar22 2018-04,0,0,0,0,0,0,0,2018,4,7,0.554892734,7,1
Algar23,SPP,2015-11,Algar23 2015-11,0,0,0,0,0,1,0,2015,11,24,0.557586672,16,0.666666667
Algar23,SPP,2015-12,Algar23 2015-12,0,0,0,0,0,0,0,2015,12,31,0.557586672,31,1
Algar23,SPP,2016-01,Algar23 2016-01,0,0,0,0,0,0,0,2016,1,31,0.557586672,31,1
Algar23,SPP,2016-02,Algar23 2016-02,0,1,0,0,0,0,0,2016,2,29,0.557586672,29,1
Algar23,SPP,2016-03,Algar23 2016-03,0,0,0,0,0,0,0,2016,3,31,0.557586672,31,1
Algar23,SPP,2016-04,Algar23 2016-04,1,1,0,0,0,0,0,2016,4,30,0.557586672,13,0.433333333
Algar23,SPP,2016-05,Algar23 2016-05,1,1,0,0,0,2,0,2016,5,31,0.557586672,0,0
Algar23,SPP,2016-06,Algar23 2016-06,2,0,0,0,0,4,0,2016,6,30,0.557586672,0,0
Algar23,SPP,2016-07,Algar23 2016-07,4,0,0,0,0,2,1,2016,7,31,0.557586672,0,0
Algar23,SPP,2016-08,Algar23 2016-08,9,1,0,0,0,1,4,2016,8,31,0.557586672,0,0
Algar23,SPP,2016-09,Algar23 2016-09,2,0,0,0,0,0,0,2016,9,30,0.557586672,0,0
Algar23,SPP,2016-10,Algar23 2016-10,0,0,0,0,0,0,0,2016,10,31,0.557586672,17,0.548387097
Algar23,SPP,2016-11,Algar23 2016-11,0,1,0,0,0,0,0,2016,11,30,0.557586672,5,0.166666667
Algar23,SPP,2016-12,Algar23 2016-12,0,0,0,0,0,0,0,2016,12,31,0.557586672,31,1
Algar23,SPP,2017-01,Algar23 2017-01,0,0,0,0,0,0,1,2017,1,31,0.557586672,31,1
Algar23,SPP,2017-02,Algar23 2017-02,0,0,0,0,0,0,0,2017,2,28,0.557586672,28,1
Algar23,SPP,2017-03,Algar23 2017-03,0,0,0,0,0,0,0,2017,3,31,0.557586672,31,1
Algar23,SPP,2017-04,Algar23 2017-04,0,0,0,0,0,0,0,2017,4,30,0.557586672,9,0.3
Algar23,SPP,2017-05,Algar23 2017-05,6,0,0,0,0,0,1,2017,5,31,0.557586672,0,0
Algar23,SPP,2017-06,Algar23 2017-06,1,0,0,0,0,0,0,2017,6,11,0.557586672,0,0
Algar23,SPP,2017-07,Algar23 2017-07,0,0,0,0,0,0,0,2017,7,0,0.557586672,0,NA
Algar23,SPP,2017-08,Algar23 2017-08,0,0,0,0,0,0,0,2017,8,0,0.557586672,0,NA
Algar23,SPP,2017-09,Algar23 2017-09,0,0,0,0,0,0,0,2017,9,0,0.557586672,0,NA
Algar23,SPP,2017-10,Algar23 2017-10,0,0,0,0,0,0,0,2017,10,0,0.557586672,0,NA
Algar23,SPP,2017-11,Algar23 2017-11,0,0,0,0,0,0,0,2017,11,24,0.557586672,24,1
Algar23,SPP,2017-12,Algar23 2017-12,0,0,0,0,0,0,0,2017,12,31,0.557586672,31,1
Algar23,SPP,2018-01,Algar23 2018-01,0,0,0,0,0,0,0,2018,1,31,0.557586672,31,1
Algar23,SPP,2018-02,Algar23 2018-02,0,0,0,0,0,0,0,2018,2,28,0.557586672,28,1
Algar23,SPP,2018-03,Algar23 2018-03,0,0,0,0,0,0,0,2018,3,31,0.557586672,31,1
Algar23,SPP,2018-04,Algar23 2018-04,0,0,0,0,0,0,0,2018,4,7,0.557586672,6,0.857142857
Algar24,SPP,2015-11,Algar24 2015-11,0,0,0,0,0,0,0,2015,11,24,3.000816511,15,0.625
Algar24,SPP,2015-12,Algar24 2015-12,0,0,0,0,0,0,0,2015,12,31,3.000816511,31,1
Algar24,SPP,2016-01,Algar24 2016-01,0,0,0,0,0,0,0,2016,1,31,3.000816511,31,1
Algar24,SPP,2016-02,Algar24 2016-02,0,0,0,0,0,0,0,2016,2,29,3.000816511,29,1
Algar24,SPP,2016-03,Algar24 2016-03,0,0,0,0,0,0,0,2016,3,31,3.000816511,31,1
Algar24,SPP,2016-04,Algar24 2016-04,0,0,0,0,2,0,0,2016,4,30,3.000816511,6,0.2
Algar24,SPP,2016-05,Algar24 2016-05,0,1,0,0,2,0,0,2016,5,31,3.000816511,0,0
Algar24,SPP,2016-06,Algar24 2016-06,1,0,0,0,1,0,0,2016,6,30,3.000816511,0,0
Algar24,SPP,2016-07,Algar24 2016-07,1,0,0,0,4,0,0,2016,7,31,3.000816511,0,0
Algar24,SPP,2016-08,Algar24 2016-08,0,0,0,0,0,0,0,2016,8,31,3.000816511,0,0
Algar24,SPP,2016-09,Algar24 2016-09,0,0,0,0,0,0,0,2016,9,30,3.000816511,0,0
Algar24,SPP,2016-10,Algar24 2016-10,0,0,0,0,0,0,0,2016,10,31,3.000816511,14,0.451612903
Algar24,SPP,2016-11,Algar24 2016-11,0,0,0,0,0,0,0,2016,11,30,3.000816511,4,0.133333333
Algar24,SPP,2016-12,Algar24 2016-12,0,0,0,0,0,0,0,2016,12,31,3.000816511,31,1
Algar24,SPP,2017-01,Algar24 2017-01,0,0,0,0,0,0,0,2017,1,31,3.000816511,31,1
Algar24,SPP,2017-02,Algar24 2017-02,0,0,0,0,0,0,0,2017,2,28,3.000816511,28,1
Algar24,SPP,2017-03,Algar24 2017-03,0,0,0,0,0,0,0,2017,3,31,3.000816511,30,0.967741935
Algar24,SPP,2017-04,Algar24 2017-04,0,0,0,0,0,0,0,2017,4,30,3.000816511,4,0.133333333
Algar24,SPP,2017-05,Algar24 2017-05,0,0,0,0,2,0,0,2017,5,31,3.000816511,0,0
Algar24,SPP,2017-06,Algar24 2017-06,1,0,0,0,3,0,0,2017,6,30,3.000816511,0,0
Algar24,SPP,2017-07,Algar24 2017-07,0,0,0,0,4,0,0,2017,7,31,3.000816511,0,0
Algar24,SPP,2017-08,Algar24 2017-08,0,0,0,0,1,1,0,2017,8,31,3.000816511,0,0
Algar24,SPP,2017-09,Algar24 2017-09,0,1,0,0,0,0,0,2017,9,30,3.000816511,0,0
Algar24,SPP,2017-10,Algar24 2017-10,0,0,0,0,0,0,0,2017,10,31,3.000816511,8,0.258064516
Algar24,SPP,2017-11,Algar24 2017-11,0,0,0,0,0,0,0,2017,11,30,3.000816511,30,1
Algar24,SPP,2017-12,Algar24 2017-12,0,0,0,0,0,0,0,2017,12,31,3.000816511,31,1
Algar24,SPP,2018-01,Algar24 2018-01,0,0,0,0,0,0,0,2018,1,31,3.000816511,31,1
Algar24,SPP,2018-02,Algar24 2018-02,0,0,0,0,1,0,0,2018,2,28,3.000816511,28,1
Algar24,SPP,2018-03,Algar24 2018-03,0,0,0,0,0,0,0,2018,3,31,3.000816511,31,1
Algar24,SPP,2018-04,Algar24 2018-04,0,0,0,0,0,0,0,2018,4,8,3.000816511,8,1
Algar25,SPP,2015-11,Algar25 2015-11,0,0,0,0,0,0,0,2015,11,0,2.497510189,0,NA
Algar25,SPP,2015-12,Algar25 2015-12,0,0,0,0,0,0,0,2015,12,0,2.497510189,0,NA
Algar25,SPP,2016-01,Algar25 2016-01,0,0,0,0,0,0,0,2016,1,0,2.497510189,0,NA
Algar25,SPP,2016-02,Algar25 2016-02,0,0,0,0,0,0,0,2016,2,0,2.497510189,0,NA
Algar25,SPP,2016-03,Algar25 2016-03,0,0,0,0,0,0,0,2016,3,0,2.497510189,0,NA
Algar25,SPP,2016-04,Algar25 2016-04,0,0,0,0,0,0,0,2016,4,0,2.497510189,0,NA
Algar25,SPP,2016-05,Algar25 2016-05,0,0,0,0,0,0,0,2016,5,0,2.497510189,0,NA
Algar25,SPP,2016-06,Algar25 2016-06,0,0,0,0,0,0,0,2016,6,0,2.497510189,0,NA
Algar25,SPP,2016-07,Algar25 2016-07,0,0,0,0,0,0,0,2016,7,0,2.497510189,0,NA
Algar25,SPP,2016-08,Algar25 2016-08,0,0,0,0,0,0,0,2016,8,0,2.497510189,0,NA
Algar25,SPP,2016-09,Algar25 2016-09,0,0,0,0,0,0,0,2016,9,0,2.497510189,0,NA
Algar25,SPP,2016-10,Algar25 2016-10,0,0,0,0,0,0,0,2016,10,0,2.497510189,0,NA
Algar25,SPP,2016-11,Algar25 2016-11,0,0,0,0,0,0,0,2016,11,20,2.497510189,5,0.25
Algar25,SPP,2016-12,Algar25 2016-12,0,2,0,0,0,0,6,2016,12,31,2.497510189,31,1
Algar25,SPP,2017-01,Algar25 2017-01,0,0,0,0,0,0,3,2017,1,31,2.497510189,31,1
Algar25,SPP,2017-02,Algar25 2017-02,0,0,0,0,0,0,2,2017,2,28,2.497510189,28,1
Algar25,SPP,2017-03,Algar25 2017-03,0,0,0,0,0,0,0,2017,3,31,2.497510189,29,0.935483871
Algar25,SPP,2017-04,Algar25 2017-04,0,0,0,0,0,0,0,2017,4,30,2.497510189,7,0.233333333
Algar25,SPP,2017-05,Algar25 2017-05,0,0,0,0,0,0,1,2017,5,31,2.497510189,0,0
Algar25,SPP,2017-06,Algar25 2017-06,0,0,0,0,0,0,0,2017,6,30,2.497510189,0,0
Algar25,SPP,2017-07,Algar25 2017-07,0,0,0,0,0,0,0,2017,7,31,2.497510189,0,0
Algar25,SPP,2017-08,Algar25 2017-08,0,0,0,0,0,0,0,2017,8,31,2.497510189,0,0
Algar25,SPP,2017-09,Algar25 2017-09,0,0,0,0,0,0,0,2017,9,30,2.497510189,0,0
Algar25,SPP,2017-10,Algar25 2017-10,0,1,0,0,0,0,0,2017,10,31,2.497510189,7,0.225806452
Algar25,SPP,2017-11,Algar25 2017-11,0,0,0,0,0,0,6,2017,11,30,2.497510189,30,1
Algar25,SPP,2017-12,Algar25 2017-12,0,0,0,0,0,0,1,2017,12,31,2.497510189,31,1
Algar25,SPP,2018-01,Algar25 2018-01,0,0,0,0,0,0,3,2018,1,31,2.497510189,31,1
Algar25,SPP,2018-02,Algar25 2018-02,0,0,0,0,0,0,0,2018,2,28,2.497510189,28,1
Algar25,SPP,2018-03,Algar25 2018-03,0,0,0,0,0,0,0,2018,3,31,2.497510189,31,1
Algar25,SPP,2018-04,Algar25 2018-04,0,0,0,0,0,0,0,2018,4,8,2.497510189,7,0.875
