"","X.1","X","Site","Treatment","Yr_Month","Site_ym","Blackbear","Wolf","Coyote","Lynx","Caribou","WTDeer","Moose","Year","Month","ActiveDays","SnowDays","pSnow"
"1097",1097,1097,"Algar37","HumanUse","2017-03","Algar37 2017-03",0,2,0,0,0,0,0,2017,3,31,28,0.903225806451613
"1098",1098,1098,"Algar37","HumanUse","2017-04","Algar37 2017-04",0,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"1099",1099,1099,"Algar37","HumanUse","2017-05","Algar37 2017-05",0,0,0,0,0,0,0,2017,5,31,0,0
"1100",1100,1100,"Algar37","HumanUse","2017-06","Algar37 2017-06",0,0,0,0,0,0,0,2017,6,30,0,0
"1101",1101,1101,"Algar37","HumanUse","2017-07","Algar37 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"1102",1102,1102,"Algar37","HumanUse","2017-08","Algar37 2017-08",0,0,0,0,1,0,0,2017,8,31,0,0
"1103",1103,1103,"Algar37","HumanUse","2017-09","Algar37 2017-09",2,0,0,0,0,0,0,2017,9,30,0,0
"1104",1104,1104,"Algar37","HumanUse","2017-10","Algar37 2017-10",1,0,0,0,0,0,0,2017,10,31,10,0.32258064516129
"1105",1105,1105,"Algar37","HumanUse","2017-11","Algar37 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"1106",1106,1106,"Algar37","HumanUse","2017-12","Algar37 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1107",1107,1107,"Algar37","HumanUse","2018-01","Algar37 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1108",1108,1108,"Algar37","HumanUse","2018-02","Algar37 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1109",1109,1109,"Algar37","HumanUse","2018-03","Algar37 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1110",1110,1110,"Algar37","HumanUse","2018-04","Algar37 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"1111",1111,1111,"Algar38","HumanUse","2015-11","Algar38 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1112",1112,1112,"Algar38","HumanUse","2015-12","Algar38 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1113",1113,1113,"Algar38","HumanUse","2016-01","Algar38 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1114",1114,1114,"Algar38","HumanUse","2016-02","Algar38 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1115",1115,1115,"Algar38","HumanUse","2016-03","Algar38 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1116",1116,1116,"Algar38","HumanUse","2016-04","Algar38 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1117",1117,1117,"Algar38","HumanUse","2016-05","Algar38 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1118",1118,1118,"Algar38","HumanUse","2016-06","Algar38 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1119",1119,1119,"Algar38","HumanUse","2016-07","Algar38 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1120",1120,1120,"Algar38","HumanUse","2016-08","Algar38 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1121",1121,1121,"Algar38","HumanUse","2016-09","Algar38 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1122",1122,1122,"Algar38","HumanUse","2016-10","Algar38 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1123",1123,1123,"Algar38","HumanUse","2016-11","Algar38 2016-11",0,0,0,0,0,0,0,2016,11,19,4,0.210526315789474
"1124",1124,1124,"Algar38","HumanUse","2016-12","Algar38 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"1125",1125,1125,"Algar38","HumanUse","2017-01","Algar38 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1126",1126,1126,"Algar38","HumanUse","2017-02","Algar38 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1127",1127,1127,"Algar38","HumanUse","2017-03","Algar38 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"1128",1128,1128,"Algar38","HumanUse","2017-04","Algar38 2017-04",0,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"1129",1129,1129,"Algar38","HumanUse","2017-05","Algar38 2017-05",0,0,0,0,0,0,0,2017,5,31,0,0
"1130",1130,1130,"Algar38","HumanUse","2017-06","Algar38 2017-06",1,0,0,0,0,0,0,2017,6,30,0,0
"1131",1131,1131,"Algar38","HumanUse","2017-07","Algar38 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"1132",1132,1132,"Algar38","HumanUse","2017-08","Algar38 2017-08",0,0,0,0,0,0,0,2017,8,31,0,0
"1133",1133,1133,"Algar38","HumanUse","2017-09","Algar38 2017-09",0,0,0,0,3,0,0,2017,9,30,0,0
"1134",1134,1134,"Algar38","HumanUse","2017-10","Algar38 2017-10",0,0,0,0,0,0,0,2017,10,31,8,0.258064516129032
"1135",1135,1135,"Algar38","HumanUse","2017-11","Algar38 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"1136",1136,1136,"Algar38","HumanUse","2017-12","Algar38 2017-12",0,0,0,0,0,0,0,2017,12,6,6,1
"1137",1137,1137,"Algar38","HumanUse","2018-01","Algar38 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"1138",1138,1138,"Algar38","HumanUse","2018-02","Algar38 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"1139",1139,1139,"Algar38","HumanUse","2018-03","Algar38 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"1140",1140,1140,"Algar38","HumanUse","2018-04","Algar38 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"1141",1141,1141,"Algar39","HumanUse","2015-11","Algar39 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1142",1142,1142,"Algar39","HumanUse","2015-12","Algar39 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1143",1143,1143,"Algar39","HumanUse","2016-01","Algar39 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1144",1144,1144,"Algar39","HumanUse","2016-02","Algar39 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1145",1145,1145,"Algar39","HumanUse","2016-03","Algar39 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1146",1146,1146,"Algar39","HumanUse","2016-04","Algar39 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1147",1147,1147,"Algar39","HumanUse","2016-05","Algar39 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1148",1148,1148,"Algar39","HumanUse","2016-06","Algar39 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1149",1149,1149,"Algar39","HumanUse","2016-07","Algar39 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1150",1150,1150,"Algar39","HumanUse","2016-08","Algar39 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1151",1151,1151,"Algar39","HumanUse","2016-09","Algar39 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1152",1152,1152,"Algar39","HumanUse","2016-10","Algar39 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1153",1153,1153,"Algar39","HumanUse","2016-11","Algar39 2016-11",0,0,0,0,0,0,0,2016,11,19,13,0.684210526315789
"1154",1154,1154,"Algar39","HumanUse","2016-12","Algar39 2016-12",0,2,0,0,0,0,1,2016,12,31,31,1
"1155",1155,1155,"Algar39","HumanUse","2017-01","Algar39 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1156",1156,1156,"Algar39","HumanUse","2017-02","Algar39 2017-02",0,0,0,0,1,0,0,2017,2,28,28,1
"1157",1157,1157,"Algar39","HumanUse","2017-03","Algar39 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"1158",1158,1158,"Algar39","HumanUse","2017-04","Algar39 2017-04",0,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"1159",1159,1159,"Algar39","HumanUse","2017-05","Algar39 2017-05",0,0,0,0,1,0,0,2017,5,31,0,0
"1160",1160,1160,"Algar39","HumanUse","2017-06","Algar39 2017-06",0,0,0,1,0,0,0,2017,6,30,0,0
"1161",1161,1161,"Algar39","HumanUse","2017-07","Algar39 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"1162",1162,1162,"Algar39","HumanUse","2017-08","Algar39 2017-08",0,0,0,0,0,0,0,2017,8,31,0,0
"1163",1163,1163,"Algar39","HumanUse","2017-09","Algar39 2017-09",3,1,0,0,1,0,0,2017,9,30,0,0
"1164",1164,1164,"Algar39","HumanUse","2017-10","Algar39 2017-10",0,1,0,1,0,0,0,2017,10,31,12,0.387096774193548
"1165",1165,1165,"Algar39","HumanUse","2017-11","Algar39 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"1166",1166,1166,"Algar39","HumanUse","2017-12","Algar39 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1167",1167,1167,"Algar39","HumanUse","2018-01","Algar39 2018-01",0,1,0,0,0,0,0,2018,1,31,31,1
"1168",1168,1168,"Algar39","HumanUse","2018-02","Algar39 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1169",1169,1169,"Algar39","HumanUse","2018-03","Algar39 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1170",1170,1170,"Algar39","HumanUse","2018-04","Algar39 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"1171",1171,1171,"Algar40","SPP","2015-11","Algar40 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1172",1172,1172,"Algar40","SPP","2015-12","Algar40 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1173",1173,1173,"Algar40","SPP","2016-01","Algar40 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1174",1174,1174,"Algar40","SPP","2016-02","Algar40 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1175",1175,1175,"Algar40","SPP","2016-03","Algar40 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1176",1176,1176,"Algar40","SPP","2016-04","Algar40 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1177",1177,1177,"Algar40","SPP","2016-05","Algar40 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1178",1178,1178,"Algar40","SPP","2016-06","Algar40 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1179",1179,1179,"Algar40","SPP","2016-07","Algar40 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1180",1180,1180,"Algar40","SPP","2016-08","Algar40 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1181",1181,1181,"Algar40","SPP","2016-09","Algar40 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1182",1182,1182,"Algar40","SPP","2016-10","Algar40 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1183",1183,1183,"Algar40","SPP","2016-11","Algar40 2016-11",0,0,0,0,1,0,0,2016,11,19,4,0.210526315789474
"1184",1184,1184,"Algar40","SPP","2016-12","Algar40 2016-12",0,0,0,0,0,7,0,2016,12,31,31,1
"1185",1185,1185,"Algar40","SPP","2017-01","Algar40 2017-01",0,0,0,0,0,1,0,2017,1,31,31,1
"1186",1186,1186,"Algar40","SPP","2017-02","Algar40 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1187",1187,1187,"Algar40","SPP","2017-03","Algar40 2017-03",0,0,0,1,0,0,0,2017,3,31,19,0.612903225806452
"1188",1188,1188,"Algar40","SPP","2017-04","Algar40 2017-04",0,0,0,0,0,0,0,2017,4,30,4,0.133333333333333
"1189",1189,1189,"Algar40","SPP","2017-05","Algar40 2017-05",0,0,0,0,1,2,0,2017,5,31,0,0
"1190",1190,1190,"Algar40","SPP","2017-06","Algar40 2017-06",0,0,0,0,0,0,0,2017,6,30,0,0
"1191",1191,1191,"Algar40","SPP","2017-07","Algar40 2017-07",0,0,0,0,0,0,0,2017,7,2,0,0
"1192",1192,1192,"Algar40","SPP","2017-08","Algar40 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1193",1193,1193,"Algar40","SPP","2017-09","Algar40 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1194",1194,1194,"Algar40","SPP","2017-10","Algar40 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1195",1195,1195,"Algar40","SPP","2017-11","Algar40 2017-11",0,0,0,0,0,0,0,2017,11,15,15,1
"1196",1196,1196,"Algar40","SPP","2017-12","Algar40 2017-12",0,0,0,0,0,0,0,2017,12,0,0,NA
"1197",1197,1197,"Algar40","SPP","2018-01","Algar40 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"1198",1198,1198,"Algar40","SPP","2018-02","Algar40 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"1199",1199,1199,"Algar40","SPP","2018-03","Algar40 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"1200",1200,1200,"Algar40","SPP","2018-04","Algar40 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"1201",1201,1201,"Algar41","SPP","2015-11","Algar41 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1202",1202,1202,"Algar41","SPP","2015-12","Algar41 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1203",1203,1203,"Algar41","SPP","2016-01","Algar41 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1204",1204,1204,"Algar41","SPP","2016-02","Algar41 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1205",1205,1205,"Algar41","SPP","2016-03","Algar41 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1206",1206,1206,"Algar41","SPP","2016-04","Algar41 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1207",1207,1207,"Algar41","SPP","2016-05","Algar41 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1208",1208,1208,"Algar41","SPP","2016-06","Algar41 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1209",1209,1209,"Algar41","SPP","2016-07","Algar41 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1210",1210,1210,"Algar41","SPP","2016-08","Algar41 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1211",1211,1211,"Algar41","SPP","2016-09","Algar41 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1212",1212,1212,"Algar41","SPP","2016-10","Algar41 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1213",1213,1213,"Algar41","SPP","2016-11","Algar41 2016-11",0,0,0,0,0,0,0,2016,11,19,11,0.578947368421053
"1214",1214,1214,"Algar41","SPP","2016-12","Algar41 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"1215",1215,1215,"Algar41","SPP","2017-01","Algar41 2017-01",0,0,0,0,0,0,1,2017,1,31,31,1
"1216",1216,1216,"Algar41","SPP","2017-02","Algar41 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1217",1217,1217,"Algar41","SPP","2017-03","Algar41 2017-03",0,0,0,0,0,0,0,2017,3,31,29,0.935483870967742
"1218",1218,1218,"Algar41","SPP","2017-04","Algar41 2017-04",0,0,0,0,0,0,0,2017,4,28,8,0.285714285714286
"1219",1219,1219,"Algar41","SPP","2017-05","Algar41 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"1220",1220,1220,"Algar41","SPP","2017-06","Algar41 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1221",1221,1221,"Algar41","SPP","2017-07","Algar41 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1222",1222,1222,"Algar41","SPP","2017-08","Algar41 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1223",1223,1223,"Algar41","SPP","2017-09","Algar41 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1224",1224,1224,"Algar41","SPP","2017-10","Algar41 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1225",1225,1225,"Algar41","SPP","2017-11","Algar41 2017-11",0,0,0,0,0,0,0,2017,11,22,1,0.0454545454545455
"1226",1226,1226,"Algar41","SPP","2017-12","Algar41 2017-12",0,0,0,0,0,0,0,2017,12,31,0,0
"1227",1227,1227,"Algar41","SPP","2018-01","Algar41 2018-01",0,0,0,0,0,0,0,2018,1,31,0,0
"1228",1228,1228,"Algar41","SPP","2018-02","Algar41 2018-02",0,0,0,0,0,0,0,2018,2,28,0,0
"1229",1229,1229,"Algar41","SPP","2018-03","Algar41 2018-03",0,0,0,0,0,0,0,2018,3,31,0,0
"1230",1230,1230,"Algar41","SPP","2018-04","Algar41 2018-04",0,0,0,0,0,0,0,2018,4,8,0,0
"1231",1231,1231,"Algar42","SPP","2015-11","Algar42 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1232",1232,1232,"Algar42","SPP","2015-12","Algar42 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1233",1233,1233,"Algar42","SPP","2016-01","Algar42 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1234",1234,1234,"Algar42","SPP","2016-02","Algar42 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1235",1235,1235,"Algar42","SPP","2016-03","Algar42 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1236",1236,1236,"Algar42","SPP","2016-04","Algar42 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1237",1237,1237,"Algar42","SPP","2016-05","Algar42 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1238",1238,1238,"Algar42","SPP","2016-06","Algar42 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1239",1239,1239,"Algar42","SPP","2016-07","Algar42 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1240",1240,1240,"Algar42","SPP","2016-08","Algar42 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1241",1241,1241,"Algar42","SPP","2016-09","Algar42 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1242",1242,1242,"Algar42","SPP","2016-10","Algar42 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1243",1243,1243,"Algar42","SPP","2016-11","Algar42 2016-11",0,0,0,1,0,0,0,2016,11,19,11,0.578947368421053
"1244",1244,1244,"Algar42","SPP","2016-12","Algar42 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"1245",1245,1245,"Algar42","SPP","2017-01","Algar42 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1246",1246,1246,"Algar42","SPP","2017-02","Algar42 2017-02",0,0,0,0,1,0,0,2017,2,28,28,1
"1247",1247,1247,"Algar42","SPP","2017-03","Algar42 2017-03",0,0,0,0,4,0,0,2017,3,31,28,0.903225806451613
"1248",1248,1248,"Algar42","SPP","2017-04","Algar42 2017-04",0,0,0,0,0,0,0,2017,4,30,4,0.133333333333333
"1249",1249,1249,"Algar42","SPP","2017-05","Algar42 2017-05",0,0,0,0,5,0,0,2017,5,31,0,0
"1250",1250,1250,"Algar42","SPP","2017-06","Algar42 2017-06",0,0,0,0,1,0,0,2017,6,8,0,0
"1251",1251,1251,"Algar42","SPP","2017-07","Algar42 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1252",1252,1252,"Algar42","SPP","2017-08","Algar42 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1253",1253,1253,"Algar42","SPP","2017-09","Algar42 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1254",1254,1254,"Algar42","SPP","2017-10","Algar42 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1255",1255,1255,"Algar42","SPP","2017-11","Algar42 2017-11",0,0,0,0,0,0,0,2017,11,22,22,1
"1256",1256,1256,"Algar42","SPP","2017-12","Algar42 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1257",1257,1257,"Algar42","SPP","2018-01","Algar42 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1258",1258,1258,"Algar42","SPP","2018-02","Algar42 2018-02",0,0,0,0,0,0,0,2018,2,23,23,1
"1259",1259,1259,"Algar42","SPP","2018-03","Algar42 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"1260",1260,1260,"Algar42","SPP","2018-04","Algar42 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"1261",1261,1261,"Algar43","NatRegen","2015-11","Algar43 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1262",1262,1262,"Algar43","NatRegen","2015-12","Algar43 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1263",1263,1263,"Algar43","NatRegen","2016-01","Algar43 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1264",1264,1264,"Algar43","NatRegen","2016-02","Algar43 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1265",1265,1265,"Algar43","NatRegen","2016-03","Algar43 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1266",1266,1266,"Algar43","NatRegen","2016-04","Algar43 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1267",1267,1267,"Algar43","NatRegen","2016-05","Algar43 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1268",1268,1268,"Algar43","NatRegen","2016-06","Algar43 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1269",1269,1269,"Algar43","NatRegen","2016-07","Algar43 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1270",1270,1270,"Algar43","NatRegen","2016-08","Algar43 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1271",1271,1271,"Algar43","NatRegen","2016-09","Algar43 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1272",1272,1272,"Algar43","NatRegen","2016-10","Algar43 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1273",1273,1273,"Algar43","NatRegen","2016-11","Algar43 2016-11",0,0,0,0,0,1,0,2016,11,18,11,0.611111111111111
"1274",1274,1274,"Algar43","NatRegen","2016-12","Algar43 2016-12",0,0,0,0,0,1,0,2016,12,31,31,1
"1275",1275,1275,"Algar43","NatRegen","2017-01","Algar43 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1276",1276,1276,"Algar43","NatRegen","2017-02","Algar43 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"1277",1277,1277,"Algar43","NatRegen","2017-03","Algar43 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"1278",1278,1278,"Algar43","NatRegen","2017-04","Algar43 2017-04",0,0,0,0,0,2,0,2017,4,30,9,0.3
"1279",1279,1279,"Algar43","NatRegen","2017-05","Algar43 2017-05",0,0,0,0,0,5,0,2017,5,22,0,0
"1280",1280,1280,"Algar43","NatRegen","2017-06","Algar43 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"1281",1281,1281,"Algar43","NatRegen","2017-07","Algar43 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1282",1282,1282,"Algar43","NatRegen","2017-08","Algar43 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1283",1283,1283,"Algar43","NatRegen","2017-09","Algar43 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1284",1284,1284,"Algar43","NatRegen","2017-10","Algar43 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1285",1285,1285,"Algar43","NatRegen","2017-11","Algar43 2017-11",0,0,0,0,0,0,0,2017,11,23,23,1
"1286",1286,1286,"Algar43","NatRegen","2017-12","Algar43 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"1287",1287,1287,"Algar43","NatRegen","2018-01","Algar43 2018-01",0,0,0,0,0,0,1,2018,1,31,31,1
"1288",1288,1288,"Algar43","NatRegen","2018-02","Algar43 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1289",1289,1289,"Algar43","NatRegen","2018-03","Algar43 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"1290",1290,1290,"Algar43","NatRegen","2018-04","Algar43 2018-04",0,0,0,0,0,0,0,2018,4,7,7,1
"1291",1291,1291,"Algar44","HumanUse","2015-11","Algar44 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"1292",1292,1292,"Algar44","HumanUse","2015-12","Algar44 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"1293",1293,1293,"Algar44","HumanUse","2016-01","Algar44 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"1294",1294,1294,"Algar44","HumanUse","2016-02","Algar44 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"1295",1295,1295,"Algar44","HumanUse","2016-03","Algar44 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"1296",1296,1296,"Algar44","HumanUse","2016-04","Algar44 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"1297",1297,1297,"Algar44","HumanUse","2016-05","Algar44 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"1298",1298,1298,"Algar44","HumanUse","2016-06","Algar44 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"1299",1299,1299,"Algar44","HumanUse","2016-07","Algar44 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"1300",1300,1300,"Algar44","HumanUse","2016-08","Algar44 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"1301",1301,1301,"Algar44","HumanUse","2016-09","Algar44 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"1302",1302,1302,"Algar44","HumanUse","2016-10","Algar44 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"1303",1303,1303,"Algar44","HumanUse","2016-11","Algar44 2016-11",0,1,0,0,0,2,0,2016,11,18,11,0.611111111111111
"1304",1304,1304,"Algar44","HumanUse","2016-12","Algar44 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"1305",1305,1305,"Algar44","HumanUse","2017-01","Algar44 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"1306",1306,1306,"Algar44","HumanUse","2017-02","Algar44 2017-02",0,0,0,0,0,0,1,2017,2,28,28,1
"1307",1307,1307,"Algar44","HumanUse","2017-03","Algar44 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"1308",1308,1308,"Algar44","HumanUse","2017-04","Algar44 2017-04",1,0,0,0,0,0,0,2017,4,30,11,0.366666666666667
"1309",1309,1309,"Algar44","HumanUse","2017-05","Algar44 2017-05",1,0,0,0,0,0,1,2017,5,31,0,0
"1310",1310,1310,"Algar44","HumanUse","2017-06","Algar44 2017-06",0,0,0,0,0,0,0,2017,6,7,0,0
"1311",1311,1311,"Algar44","HumanUse","2017-07","Algar44 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"1312",1312,1312,"Algar44","HumanUse","2017-08","Algar44 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"1313",1313,1313,"Algar44","HumanUse","2017-09","Algar44 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"1314",1314,1314,"Algar44","HumanUse","2017-10","Algar44 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"1315",1315,1315,"Algar44","HumanUse","2017-11","Algar44 2017-11",0,0,0,0,0,0,1,2017,11,24,24,1
"1316",1316,1316,"Algar44","HumanUse","2017-12","Algar44 2017-12",0,0,0,0,0,0,1,2017,12,31,31,1
"1317",1317,1317,"Algar44","HumanUse","2018-01","Algar44 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"1318",1318,1318,"Algar44","HumanUse","2018-02","Algar44 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"1319",1319,1319,"Algar44","HumanUse","2018-03","Algar44 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
